original,"원래의, 원본의, 최초의, 독창적인, 원본, 특이한 사람"
patient,"환자, 참을성 있는, 인내심 있는"
job,"일, 직장, 일자리, 책임, 책무, 과제, 작업"
international,"국제적인, 국제의"
image,"인상(이미지), 영상, 그림, 상(모습), 은유"
girl,"소녀, 여자아이, 딸, 아가씨"
report,"알리다, 발표하다, 보도하다, 신고하다, 보도, 기록, 보고서"
basis,"근거, 이유, 기준, 기반, 기초"
speak,"이야기하다, 말하다, 연설하다"
meet,"만나다, 마중가다, 닿다, 충족시키다, 지불하다"
source,"원천, 자료, 얻다, 공급자를 찾다"
earth,"지구, 세상, 땅, 지면, 흙, 접지, 접지하다"
complete,"가능한 최대의, 완벽한, 완전한, 완료된, 완료하다"
start,"시작하다, 시동을 걸다, 출발하다, 시작, 출발점"
foreign,"외국의, 대외의, 이질적인, 이물질"
cell,"세포, 칸, 감방, 독방, 수도실, 암자"
rule,"규칙, 원칙, 통치, 자, 지배, 통치하다, 줄을 긋다"
try,"노력하다, 애를 쓰다, 심리하다, 시도"
lot,"많음, 다수, 많은, 대단히, 훨씬, 품목, 지역, 운명, 운"
price,"값, 가격, 대가, 값을 매기다, 가격을 비교하다"
create,"창조하다, 창작하다, 자아내다"
hour,"시간, 시각, 때, 한 시간"
today,"오늘, 요즈음, 현재, 오늘날에, 요즈음, 현재"
disease,"질병, 병, 질환, 병폐"
instead,"대신에, 그보다도"
dark,"어두운, 캄캄한, 짙은, 검은, 비밀스러운, 사악한, 어둠"
hold,"잡고 있다, 들고 있다, 유지하다, 지속되다, 견디다, 잡기"
deep,"깊은, 짙은, 극심한, 심각한, 심오한, 난해한"
direct,"직접적인, 직행의, 단도직입적인, 직계의, 지휘하다, 안내하다"
step,"걸음, 단계, 움직임, 계단, 움직이다"
follow,"따라가다, 뒤를 잇다, 결과가 나오다, 모방하다, 이해하다"
site,"위치, 현장, 사이트, 위치시키다"
appear,"~인 것 같다, 나타나다, 보이기 시작하다, 출연하다, 변호하다"
capital,"수도, 자본금, 자금, 자산, 자본가, 대문자, 사형의, 대문자의"
cut,"자르다, 베어내다, 빼다, 끊다, 상처, 삭감, 삭제"
red,"빨간, 붉은, 빨강, 적포도주"
organization,"조직, 단체, 기구, 준비, 구성, 구조, 체계성"
condition,"상태, 조건, 환경, 생활, 길들이다, 영향을 미치다"
consider,"사려하다, 여기다, 고려하다, 자세히 바라보다"
round,"둥근, 원형의, 대략의, 한 차례, 시합의 회, 돌다"
fear,"공포, 두려움, 무서움, 두려워하다, 우려하다"
access,"입장, 겁근권, 증대, 접속하다, 접근하다"
income,"소득, 수입"
deal,"거래, 합의, 취급, 처리, 많이, 다루다, 처리하다, 취급하다"
distance,"거리, 간격, 차이, 관여하지 않다, 간격을 두다"
page,"페이지, 쪽, 명, 안내 방송을 하다, 연락하다"
die,"죽다, 사망하다, 사라지다, 없어지다, 멎다, 금형"
degree,"도(급), 정도, 학위"
stage,"단계(시기), 무대, 개최하다, 일을 벌이다"
standard,"수준, 기준, 규범, 표준 단위, 규격, 일반적인, 보통의"
length,"길이, 거리, 시간, 기간"
ready,"준비가 된, 즉시 이용할 수 있는, 재치있는, 준비시키다"
bed,"침대, 바닥, 화단, 모판, 지층, 놓다, 설치하다"
forward,"앞으로, 미래로, 더 일찍, 앞쪽에, 보내다"
note,"메모, 기록, 필기, 편지, 증서, 문서, 음표, 주목하다"
success,"성공, 성과, 성곤한 사람, 성공작"
boy,"소년, 남자아이, 아들"
list,"목록, 명단, 리스트를 작성하다, 열거하다"
positive,"긍정적인, 확신 있는 확실한, 양성의, 적극적인, 양성반응"
legal,"벌률과 관련된, 법이 허용하는, 합법적인"
inside,"안에, 이내에, 안, 속, 내부, 안쪽의, 내부의"
financial,"금융의, 돈이있는, 재정의"
spirit,"정신, 영혼, 기분, 마음, 태도, 자세, 재빨리 채어가다"
remember,"기억하다, 명심하다, 상기하다, 회고하다"
fall,"떨어지다, 내리다, 넘어지다, 패하다, 늘어지다, 폭포, 하락"
former,"예전의, 과거의, 전자의, 전자"
car,"승용차, 자동차"
sea,"바다, 파도, ~해(海), 바다처럼 많음, 다량, 다수"
environment,"환경, 상황"
pain,"아픔, 통증, 고통, 고통스럽게 하다"
share,"함께 쓰다, 공유하다, 나누다, 몫, 지분, 주식"
figure,"수치, 숫자, 인물, 사람, 도표, 중요하다, 생각하다"
learn,"배우다, 학습하다, 알게 되다, 깨닫다, 암기하다"
authority,"권한, 지휘권, 재가, 인가, 권위, 권위자"
week,"주, 일주일, 평일, 주중"
complex,"복잡한, 복합의, 복합건물, 건물 단지, 덩어리, 강박관념"
series,"연속, 연쇄, 일련, 시리즈, 직렬연결"
except,"제외하고는, ~라는 것 외에는, 제외하다"
faith,"믿음, 신뢰, 신앙, 신용"
entire,"전체의, 완전한, 흠이 없는"
moral,"도덕성의, 도의상의, 도덕적인, 도덕률, 교훈"
focus,"집중하다, 초점을 맞추다, 초점, 주목, 진원지"
road,"도로, 길"
middle,"중앙, 가운데, 중간, 가운데의"
final,"마지막의, 최종적인, 결정적인, 결승전, 기말시험"
easy,"쉬운, 수월한, 용이한, 편안한, 안락한, 수월한"
eye,"눈, 시력, 시각, 쳐다보다"
tax,"세금, 세금을 부과하다, 과세하다,  힘들게 하다"
allow,"허락하다, 용납하다, 가능하게 하다, 인정하다, 받아들이다"
fine,"질 높은, 괜찮은, 건강한, 섬세한, 촘촘한, 고운, 순도 높은"
science,"과학, 자연과학, 과학적 지식"
region,"지방, 지역, 인체의 부위, 부분"
content,"내용물, 목차, 함유량, 내용, 만족하는, ~에 자족하다"
hair,"머리카락, 머리털, 두발, 털, 체모"
soul,"영혼, 혼, 정신, 마음, ~의 전형"
wide,"넓은, 폭넓은, 다양한, 전반적인, 일반적인, 완전히, 활짝"
wrong,"틀린, 잘못된, 이상이 있는, 부적절한, 나쁜, 잘못, 부정"
sort,"종류, 부류, 유형, 분류, 구분하다"
latter,"후자의, 마지막의, 후반의, 마지막"
average,"평균의, 보통의, 일반적인, 평범한, 평균, 보통"
memory,"기억, 추억, 회상"
central,"중심이 되는, 가장 중요한, 중앙의, 중심가의"
instance,"사례, 경우, 예로 들다"
appropriate,"적절한, 무단 도용하다, 책정하다"
stand,"서다, 세우다, 견디다, 태도, 반항, 가판대, 관중석"
husband,"남편, 절약하다"
lay,"놓다, 눕히다, 깔다, 널다, 알을 낳다, 제출하다"
ago,전에
million,"100만, 수많은"
doubt,"의심, 의혹, 의문, 확신하지 못하다"
brother,"형, 오빠, 남동생, 형제"
date,"날짜, 시기, 약속, 데이트, 날짜를 적다, 구식이 되다"
equal,"동일한, 평등한, 대등한 사람, 같다, 맞먹다, 필적하다"
strength,"힘, 기운, 용기, 내구력, 견고성, 세력, 강점, 영향력"
write,"쓰다, 집필하다, 작성하다, 기록하다"
industry,"산업, 공업, 제조업, 근면성"
peace,"평화, 평온, 평화로움, 화평, 화목"
desire,"욕구, 갈망, 욕정, 바라다, 원하다, 욕정을 느끼다"
offer,"제의(제안) 하다, 권하다, 제공하다, 바치다, 제의, 제안"
nation,"국가, 나라, 국민, 민족"
team,"팀, 단체, 팀을 짜다"
critical,"비판적인, 비난하는, 대단히 중요한, 위태로운"
king,"왕, 국왕, 제왕"
event,"사건, 일, 행사, 경기"
produce,"생산하다, 넣다, 만들어내다, 제작하다, 생산물(품), 농작물"
wish,"원하다, 바라다, 기원하다, 빌다, 바람, 의도, 소망, 소원, 기원"
author,"작가, 저자, 입안자, 쓰다, 저술하다"
beautiful,"아름다운, 멋진, 훌륭한"
cold,"추운, 차가운, 냉정한, 식은, 감기, 무턱대고, 계획없이"
stop,"멈추다, 중단하다, 끝나다, 그치다, 멈춤, 중단, 정류장"
member,"구성원, 일원, 회원"
mass,"덩어리, 무리, 질량, 대량의, 많이 모으다"
status,"신분, 자격, 지위, 중요도, 상황"
recent,"최근의, 최신의, 새로운"
normal,"보통의, 평범한, 정상적인, 보통, 평균, 정상"
window,"창문, 창, 창구, 기회"
student,"학생, 생도, ~에 관심이 아주 많은 사람"
born,"태어난, 생긴, 타고난, 선천적인"
literature,"문학, 문예, 문헌, 인쇄물"
religion,"종교, 수도, 신앙 생활, 아주 중요한 것"
wall,"벽, 장벽, 담, 담으로 에워싸다"
remain,"계속 ~이다, 남다, 남아 있다"
weight,"무게, 체중, 무거운 것, 추, 부담, 요성, 영향력, 가중치를 주다"
solution,"해법, 해결책, 해답, 정답, 용액"
task,"일, 과업, 과제, 과업을 맡기다"
previous,"이전의, 앞선, 먼저의, 예비의, 먼젓번의"
extent,"정도, 규모, 크기, 범위"
opinion,"의견, 견해, 여론, 생각"
claim,"주장하다, 청구하다, 신청하다, 관심을 끌다, 주장, 권리, 청구"
lack,"부족, 결핍, ~이 없다, 부족하다"
thousand,"1000, 천, 수천의, 수많은"
primary,"주된, 주요한, 기본적인, 최초의, 초등 교육의"
cross,"X표, 십자가, 혼합, 이종교배, 가로지르다, 교차하다"
bit,"조금, 약간, 잠깐, 한 조각, 일부, 부분, 컴퓨터의 비트"
impact,"영향, 충격, 충돌"
attempt,"시도, 도전, 살해기도, 시도하다, 애써 해보다"
popular,"인기 있는, 대중적인, 대중들의"
box,"상자, 갑, 함, 네모, 칸, 움막, ~와 권투를 하다, 상자에 넣다"
basic,"기본적인, 기초적인, 근본적인"
concept,"개념, 관념, 구상"
stay,"계속 있다, 머무르다, 머무름, 방문"
opportunity,기회
begin,"시작하다, 시작되다, 출발하다"
game,"게임, 경기, 시합, 놀이, 투지만만한"
active,"활동적인, 적극적인, 화발한, 왕성한, 유효한"
volume,"용량, 용적, 음량, 권"
network,"망, 관계, 네트워크를 형성하다"
evening,"저녁, 밤, 야간, 저녁 행사"
principle,"원칙, 원리, 신조, 법칙"
floor,"바닥, 층, 마루, 참가자, 작업장, 발언권, 때려눕히다"
distribute,"나누어주다, 분배하다, 유통시키다"
effort,"수고, 노력, 공, 활동, 결과, 결실"
scale,"규모, 범위, 등급, 눈금, 축적, 치석, 크기를 조정하다"
address,"주소, 연설, 호칭, 연설하다, 말을 걸다, 호칭을 부르다"
either,"어느 하나의, 각각의, 역시, 또한, 게다가"
measure,"측정하다, 판단하다, 조치, 양, 척도, 계량기"
picture,"그림, 사진, 화면, 모습, 묘사, 심상, 상상하다, 묘사하다"
continue,"계속되다, 계속하다, 재개하다"
neither,"어느 것도 ~아니다, ~도 마찬가지이다"
serious,"심각한, 진지한, 만만찮은, 진심인"
post,"우편, 위치, 기둥, 발송하다, 게시하다"
style,"방식, 형식, 유행, 양식, 품격, 스타일을 만들다, 칭하다, 부르다"
communication,"의사소통, 연락, 통신"
flow,"흐름, 계속적인 공급, 밀물, 흐르다, 술술 나오다, 넘쳐나다"
relation,"관계, 관련성, 연관, 친척"
river,"강, 하천, 강물, 다량의 흐름"
daughter,"딸, 소산, 결실"
pass,"지나가다, 통과하다, 건네주다, 합격하다, 합격, 출입증"
negative,"부정적인, 나쁜, 비관적인, 소극적인, 반대하는, 음성의, 부정"
reference,"참고, 참조, 말하기, 문의, 추천서, 참고 문헌"
base,"기초, 기반, 기지, 맨 아래 부분, 기초의, 비도덕적인"
trust,"신뢰, 신임, 신탁, 신탁금, 위탁 사업체, 신뢰하다, 믿다"
tree,"나무, 수목"
media,"매체, 미디어, 대중매체"
sun,"해, 태양, 햇볕, 햇빛, 햇볕을 쬐다"
army,"군대, 육군, 부대"
chance,"가능성, 기회, 우연, 운, 위험, 운에 맡기다, 우연히 하다"
develop,"성장(발달) 하다, 개발하다, 전개시키다, 현상하다"
visit,"방문하다, 찾아가다, 체류하다, 머물다, 시찰하다, 방문, 만남"
require,"필요하다, 필요로 하다, 요구하다"
regard,"~으로 여기다, 간주하다, 관심, 고려, 배려, 존경, 안부"
police,"경찰, 치안을 유지하다, 감시하다"
mouth,"입, 주둥이, 떠들다"
oil,"석유, 기름, 식용유, 오일, 기름을 치다"
reach,"이르다, 닿다, 도달하다, 뻗다, 내밀다, 연락하다, 거리, 범위"
news,"소식, 근황, 뉴스, 뉴스거리"
till,"~까지, ~까지는"
receive,"받다, 받아들이다, 청취하다, 부상 등을 입다"
rise,"증가하다, 일어나다, 뜨다, 거세지다, 봉기하다, 증가, 오르기"
temperature,"온도, 기온, 체온"
blue,"파란, 푸른, 새파래진, 질린, 우울한, 외설적인, 도색의"
charge,"요금, 기소, 비난, 책임, 담당, 청구하다, 기소하다, 임무를 맡기다"
actual,"실제의, 사실상의, 진짜의, 현실의"
happy,"행복한, 기쁜, 마음에 드는, 다행스러운, 적절한"
supply,"공급, 비축, 보급품, 제공, 공급하다"
board,"판자, 널, 판, 이사회, 위원회, 승선하다, 학교 기숙사에서 살다"
demand,"요구, 수요, 요구하다, 따지다, 필요로 하다, 요구되다"
determine,"결정하다, 결심하다, 확정하다, 밝히다, 측정하다"
duty,"의무, 직무, 임무, 세금"
search,"찾기, 수색, 검색, 찾아보다, 뒤지다, 검색하다, 검문하다"
marriage,"결혼 생활, 결혼, 결혼식"
speech,"연설, 담화, 언어능력, 구어, 말, 대사, 화법"
green,"녹색의, 푸른, 덜 익은, 친환경적인, 녹지화하다"
command,"명령, 지휘, 통솔, 사령부, 명령하다, 지시하다, 지휘하다"
factor,"요인, 인자, 양, 비율, 지수"
record,"기록, 경력, 전력, 음반, 레코드, 기록하다, 녹음하다"
film,"영화, 필름, 얇은 막, 촬용하다, 찍다"
heavy,"무거운, 육중한, 많은, 힘든, 심각한"
sleep,"자다, 잠, 수면"
file,"파일, 서류철, 줄, 보관하다, 줄지어 가다"
staff,"직원, 참모, 간부, 동료, 직원으로 일하다"
separate,"분리된, 따로 떨어진, 독립된, 별개의, 분리하다, 구분짓다"
month,"달, 개월"
foot,"발, 발 부분, 걸음, 보행, 최하부, 최저부"
contact,"연락, 접촉, 닿음, 접함, 관계, 연줄, 연락하다"
arm,"팔, 소매, 줄기, 부문, 무장하다"
attack,"폭행, 공격, 맹비난, 엄습, 침범, 대처, 폭행하다, 공격하다"
occur,"일어나다, 발생하다, 존재하다"
labor,"노동, 근로, 수고, 애씀, 고심, 업무, 노동의, 노동에 관한"
exercise,"운동, 연습, 연습문제, 운동하다, 행사하다"
stock,"재고, 비축물, 주식자본, 가축, 비축된"
firm,"회사, 딱딱한, 단단한, 확고한, 변치 않을, 다지다, 안정되다"
essential,"필수적인, 극히 중요한, 본질적인, 핵심 사항, 요점"
global,"세계적인, 지구의, 전반적인"
mental,"정신의, 정신적인, 마음의"
contrast,"대조, 대비, 명암, 차이, 대조하다, 대비시키다"
brain,"뇌, 머리, 지능, 똑똑한 사람, 계획의 입안자"
rich,"부유한, 돈 많은, 부자인, 다채로운, 풍요로운, 호화로운"
walk,"걷다, 걸어가다, 산책하다, 바래다주다, 걸음걸이, 도보여행"
message,"메시지, 전갈, 성명, 문자, 교훈, 문자를 보내다"
perfect,"완벽한, 더할 나위 없이 좋은, 꼭 알맞은"
phase,"단계, 시기, 국면, 단계적으로 하다"
unless,"~하지 않는 한, ~이 나닌 한, ~한 경우 외에는"
race,"경주, 달리기, 레이스, 경쟁, 인종, 종족, 품종, 질주하다"
heat,"열기, 열, 온도, 더위, 불, 압박감, 뜨거워지다"
impossible,"불가능한, 대단히 곤란한, 난감한, 불가능한 것"
add,"첨가하다, 추가하다, 덧붙이다, 합하다, 보태다"
capacity,"용량, 수용력, 생산능력, 지위, 배기량"
female,"여성의, 암컷의, 열매를 맺는, 암나무의"
serve,"제공하다, 근무하다, 쓰일 수 있다, 서브"
color,"색, 빛깔, 컬러의, 색칠하다, 영향을 끼치다"
computer,"컴퓨터, 계산기"
path,"길, 통로, 진로 계획"
explain,"설명하다, 이유를 대다, 해명하다"
sight,"시력, 보기, 봄, 시야, 광경, 명소, 갑자기 보다"
piece,"한 부분, 한 개, 파편, 구성 요소, 부품, 작품 한 점"
carry,"나르다, 들고 있다, 가지고 다니다, 옮기다, 수반되다"
otherwise,"그렇지 않으면, 그 외에는, 다르게, 달리"
worth,"~의 가치가 있는, ~의 재산을 가진, 가치, 값어치"
